"genome","completeness","contamination"
"3300046642_44.fna",71.98,3.3
"3300046642_25.fna",81.85,4.73
"3300046642_40.fna",73.54,1.51
"3300046642_27.fna",70.32,8.5
"3300046642_13.fna",77.87,1.49
"3300046642_45.fna",89.14,6.8
"3300046642_37.fna",92.22,3.19
"3300046642_1.fna",97.76,1.72
"3300046648_5.fna",83.79,0.93
"3300046648_13.fna",95.54,1.75
"3300046648_18.fna",87.94,2.41
"3300046648_1.fna",92.99,1.31
"3300046660_56.fna",88.56,3.27
"3300046660_59.fna",97.94,5.76
"3300046660_52.fna",95.55,3.5
"3300046660_45.fna",98.62,2.48
"3300046660_41.fna",98.03,2.75
"3300046660_70.fna",71.13,1.03
"3300046660_66.fna",99.51,0.34
"3300046660_51.fna",96.55,0.86
"3300046660_79.fna",86.36,7.87
"3300046660_80.fna",78.42,0
"3300046660_38.fna",91.08,4.03
"3300046660_9.fna",74.14,1.77
"3300046660_77.fna",80.32,2.68
"3300046660_50.fna",74.38,2.78
"3300046660_48.fna",89.08,1.6
"3300046663_15.fna",77.08,2.85
"3300046663_33.fna",96.98,0
"3300046663_39.fna",95.6,4.95
"3300046663_30.fna",71.68,3.95
"3300046663_41.fna",89.1,2.56
"3300046664_12.fna",93.41,5.49
"3300046664_11.fna",72.89,6.17
"3300046665_34.fna",89.85,0.99
"3300046665_36.fna",92.46,2.14
"3300046665_30.fna",81.03,3.45
"3300046665_9.fna",70.53,0
"3300046665_11.fna",75.79,0
"3300046665_45.fna",79.57,2.19
"3300046674_40.fna",73.96,2.99
"3300046674_44.fna",88.85,4.4
"3300046674_3.fna",94.4,0
"3300046674_4.fna",81.03,4.6
"3300046674_31.fna",95.99,1.82
"3300046674_27.fna",71.29,0
"3300046674_18.fna",77.91,2.89
"3300046675_7.fna",77.01,5.2
"3300046675_25.fna",81.89,4.7
"3300046675_5.fna",72.67,1.36
"3300046675_41.fna",94.7,3.28
"3300046675_40.fna",97.41,1.72
"3300046675_20.fna",97.01,1.71
"3300046675_34.fna",96.15,4.4
"3300046675_35.fna",86.25,0.85
"3300046678_13.fna",98.63,9.98
"3300046678_38.fna",92.86,4.95
"3300046678_37.fna",81.95,1.26
"3300046678_19.fna",73.25,6.59
"3300046679_26.fna",71.91,1.14
"3300046680_36.fna",71.03,3.9
"3300046680_15.fna",72.08,1.03
"3300046680_32.fna",78.71,3.22
"3300046680_10.fna",98.63,2.19
"3300046681_23.fna",81.92,2.99
"3300046681_10.fna",96.12,0.86
"3300046681_12.fna",77.96,5.52
"3300046681_14.fna",82.61,2.71
"3300046683_11.fna",86.22,3.3
"3300046683_41.fna",71.82,1.72
"3300046683_23.fna",85.47,3.36
"3300046683_16.fna",82.17,1.51
"3300046683_3.fna",76.15,1.08
"3300046683_37.fna",75.86,0
"3300046683_28.fna",98.28,0.86
"3300046683_4.fna",88.03,4.51
"3300046684_27.fna",73.64,0.76
"3300046684_10.fna",95.34,0.86
"3300046684_21.fna",97.73,0.32
"3300046684_1.fna",92.8,5.27
"3300046689_48.fna",93.33,3.23
"3300046689_10.fna",76.84,1.35
"3300046689_1.fna",73.14,5.76
"3300046689_27.fna",97.41,1.72
"3300046689_47.fna",87.96,3.42
"3300046689_54.fna",87.65,7.75
"3300046689_29.fna",97.41,0.86
"3300046689_28.fna",79.82,0.43
"3300046689_55.fna",91.87,1.21
"3300046690_9.fna",76.35,1.88
"3300046690_42.fna",90.52,1.29
"3300046690_12.fna",95.09,6.03
"3300046690_4.fna",70.89,3.19
"3300046691_16.fna",99.18,4.3
"3300046691_26.fna",72.41,5.17
"3300046691_23.fna",80.18,1.61
"3300046692_19.fna",98.7,1.82
"3300046692_33.fna",97.26,1.34
"3300046692_26.fna",98.29,1.05
"3300046692_17.fna",96.12,4.13
"3300046694_32.fna",97.94,0.95
"3300046694_26.fna",84.86,8.22
"3300046694_34.fna",71.55,0.86
"3300046694_35.fna",98.26,2.11
"3300046694_10.fna",84.81,1.68
"3300046694_48.fna",84.41,0.95
"3300046694_25.fna",83.91,2.23
"3300046694_18.fna",71.91,4.2
"3300046794_4.fna",98.52,1.28
"3300046794_19.fna",95.98,0.45
"3300046809_15.fna",93.21,7.14
"3300046809_33.fna",98,2.82
"3300046809_45.fna",71.6,4.87
"3300046809_46.fna",78.4,2.84
"3300046810_20.fna",97.8,2.54
"3300046810_11.fna",86.12,6.07
"3300046810_28.fna",96.85,0
"3300046810_5.fna",95.94,0.12
"3300046810_37.fna",95.34,2.86
"3300047315_7.fna",83,5.49
"3300047315_39.fna",80.79,0.11
"3300047315_2.fna",73.12,7.44
"3300047315_18.fna",84.41,0.86
"3300047315_5.fna",73.7,5.13
"3300047315_31.fna",77.59,0.34
"3300047317_17.fna",93.28,0
"3300047317_55.fna",85.65,3.42
"3300047317_12.fna",75.17,4.56
"3300047317_22.fna",76.78,5.98
"3300047317_7.fna",73.55,2.81
"3300047317_50.fna",88.65,4.31
"3300047317_23.fna",99.42,5.31
"3300047317_27.fna",96.7,3.3
"3300047317_9.fna",98.28,5.6
"3300047317_5.fna",92.67,2.16
"3300047317_4.fna",91.85,6.39
"3300047318_9.fna",80.68,1.14
"3300047318_19.fna",94.58,1.01
"3300047319_8.fna",96.98,1.72
"3300047319_13.fna",99.42,1.55
"3300047319_38.fna",94.92,5.68
"3300047319_54.fna",85.09,2.6
"3300047319_10.fna",76,1.39
"3300047320_58.fna",93.16,2.14
"3300047320_8.fna",84.66,0.86
"3300047320_44.fna",98.69,0.08
"3300047320_21.fna",93.84,2.44
"3300047320_14.fna",94.19,1.84
"3300047320_56.fna",100,1.11
"3300047320_5.fna",85.83,8.42
"3300047320_17.fna",72.41,0
"3300047320_34.fna",78.45,0
"3300047320_24.fna",92.62,6.84
"3300047320_47.fna",98.16,2.42
"3300047320_43.fna",91.66,6.51
"3300047320_33.fna",98.32,0
"3300047320_45.fna",96.37,1.64
"3300047320_41.fna",98.97,1.69
"3300047321_32.fna",72.28,0
"3300047321_4.fna",76.66,0.85
"3300047321_3.fna",70.83,2.5
"3300047321_47.fna",93.1,3.02
"3300047321_29.fna",81.75,2.3
"3300047322_41.fna",91.81,3.59
"3300047322_27.fna",76.32,3.15
"3300047322_13.fna",81.03,0
"3300047322_45.fna",94.02,3.42
"3300047322_49.fna",72.35,3.3
"3300047322_26.fna",75.16,2.14
"3300047322_52.fna",92.51,3.89
"3300047322_14.fna",88.03,6.58
"3300047322_63.fna",93.72,9.47
"3300047322_34.fna",71.66,2.91
"3300047322_35.fna",70.41,1.17
"3300047323_14.fna",92.05,4.57
"3300047323_17.fna",91.61,1.46
"3300047323_19.fna",95.04,3.45
"3300047323_33.fna",87,1.99
"3300047443_21.fna",93.84,1.53
"3300047443_34.fna",92.5,1.43
"3300047443_22.fna",94.39,1.16
"3300047443_6.fna",93.71,2.37
"3300047443_30.fna",94.09,1.23
"3300047443_25.fna",93.58,2.15
"3300047443_29.fna",98.77,0.86
"3300047444_40.fna",91.87,1.87
"3300047444_30.fna",97.41,1.72
"3300047444_46.fna",93.59,1.71
"3300047444_31.fna",76.76,6.15
"3300047445_12.fna",96.77,1.43
"3300047446_3.fna",95.06,3.44
"3300047446_2.fna",81.05,2.63
"3300047447_8.fna",95.91,2.14
"3300047469_12.fna",98.73,2.16
"3300047469_11.fna",99.51,0.33
"3300047469_16.fna",98.2,0.28
"3300047469_34.fna",86.16,1.19
"3300047469_36.fna",94.87,3.36
"3300047469_27.fna",98.68,0.37
"3300047469_15.fna",81.73,9.45
"3300047469_7.fna",77.54,0
"3300047469_28.fna",94.67,1.49
"3300047469_5.fna",98.6,1.54
"3300047470_5.fna",97.1,0.54
"3300047470_28.fna",74.84,1.52
"3300047470_1.fna",96.75,1.81
"3300047471_48.fna",81.38,2.27
"3300047471_11.fna",77.34,2.69
"3300047472_30.fna",99.59,0.49
"3300047472_24.fna",88.54,2.62
"3300047472_31.fna",98.69,1.77
"3300047472_63.fna",73.92,1.53
"3300047472_64.fna",89.33,9.36
"3300047472_57.fna",75.77,0.49
"3300047472_2.fna",88.82,0.86
"3300047472_50.fna",94.76,1.84
"3300047472_53.fna",95.69,1.81
"3300047472_54.fna",87.22,1.87
"3300047472_39.fna",98.28,0.74
"3300047472_69.fna",99.68,1.06
"3300047472_71.fna",86.9,0.43
"3300047472_75.fna",94.58,2.93
"3300047472_72.fna",94.8,3.81
"3300047472_73.fna",89.27,2.13
"3300047472_61.fna",99.01,1.1
"3300047673_35.fna",91.52,1.37
"3300047673_22.fna",93.61,3.3
"3300047673_21.fna",81.03,9.32
"3300047673_17.fna",81.75,3.19
"3300047673_18.fna",71.06,1.29
"3300048088_37.fna",96.98,2.67
"3300048088_11.fna",91.55,2.16
"3300048088_50.fna",92.1,1.57
"3300048088_34.fna",70.5,6.9
"3300048088_16.fna",96.14,5.64
"3300048088_46.fna",85.28,2.91
"3300048088_27.fna",93.11,3.85
"3300048088_7.fna",97.68,2.57
"3300048089_7.fna",82.87,4.4
"3300048089_20.fna",82.17,1.9
"3300048089_15.fna",72.38,0.85
"3300048090_3.fna",96.65,1.21
"3300048091_11.fna",88.57,1.7
"3300048091_30.fna",95.8,1.82
"3300048091_7.fna",93.95,2.89
"3300049459_34.fna",78.98,5.4
"3300049459_25.fna",72.28,0
"3300049459_21.fna",96,2.16
"3300049459_30.fna",97.59,0.82
"3300049459_20.fna",92.34,0.6
"3300049459_12.fna",98.63,0.2
"3300049513_2.fna",79.23,2.33
"3300049513_5.fna",79.32,1.28
"3300049514_2.fna",82.87,0.98
"3300049515_6.fna",82.03,1.92
"3300049515_2.fna",94.72,1.36
"3300049518_1.fna",71.34,2.78
"3300049519_2.fna",84.06,4.32
"3300049520_2.fna",75.7,0.31
"3300049521_3.fna",70.4,0.96
"3300049522_2.fna",81.31,2.39
"3300049523_2.fna",81.41,1.82
"3300049568_59.fna",90.93,1.9
"3300049568_6.fna",80.39,1.61
"3300049568_65.fna",98.96,4.15
"3300049568_30.fna",78.74,5.13
"3300049568_27.fna",96.62,3.18
"3300049568_47.fna",83.78,4.13
"3300049568_51.fna",80.18,0.87
"3300049568_43.fna",94.48,0.68
"3300049568_1.fna",81.06,1.06
"3300049569_31.fna",77.51,3.58
"3300049569_53.fna",73.61,2.34
"3300049569_3.fna",82.42,2.13
"3300049569_41.fna",93.87,2.5
"3300049569_33.fna",81.53,0.95
"3300049569_50.fna",88.36,1.59
"3300049569_51.fna",75.98,1.41
"3300049569_21.fna",89.15,2.66
"3300049569_34.fna",90.54,0.68
"3300049569_35.fna",81.03,1.72
"3300049569_37.fna",95.09,2.03
"3300049569_57.fna",79.72,0.86
"3300049569_8.fna",87.05,1.55
"3300049569_83.fna",91.32,1.03
"3300049569_11.fna",80.91,7.69
"3300049569_58.fna",94.07,5.1
"3300049569_61.fna",84.19,1.01
"3300049569_46.fna",92.08,2.68
"3300049569_20.fna",73.2,0.51
"3300049569_70.fna",78.3,1.08
"3300049569_67.fna",91.01,2.05
"3300049569_44.fna",89.13,3.21
"3300049569_18.fna",81.61,0.72
"3300049570_16.fna",84.76,2.74
"3300049570_38.fna",74.04,3.51
"3300049570_12.fna",84.28,3.49
"3300049570_15.fna",94.63,1.77
"3300049570_37.fna",90.85,0.86
"3300049570_71.fna",82.77,1.31
"3300049570_17.fna",100,2.7
"3300049570_73.fna",97.05,0.25
"3300049570_3.fna",73.62,1.72
"3300049570_39.fna",92.52,1.83
"3300049570_2.fna",79.39,4.4
"3300049570_78.fna",94.31,5.89
"3300049570_4.fna",100,0
"3300049570_100.fna",73.7,1.74
"3300049570_43.fna",86.51,0.98
"3300049570_21.fna",76.36,5.17
"3300049570_41.fna",83.93,7.1
"3300049570_55.fna",89.71,5.66
"3300049570_49.fna",89.1,5.77
"3300049570_90.fna",88.97,1.72
"3300049570_24.fna",71.16,1.26
"3300049570_52.fna",97.3,3.38
"3300049570_91.fna",70.08,3.87
"3300049570_94.fna",92.31,3.42
"3300049571_103.fna",83.74,0.57
"3300049571_104.fna",82.56,2.5
"3300049571_110.fna",70.8,1.72
"3300049571_100.fna",98.19,0.4
"3300049571_5.fna",96.78,0
"3300049571_114.fna",92.85,0.9
"3300049571_165.fna",86.36,4.55
"3300049571_10.fna",88.71,1.26
"3300049571_135.fna",80.2,1.76
"3300049571_39.fna",96.59,4.55
"3300049571_85.fna",72.18,7.26
"3300049571_86.fna",89.53,2.14
"3300049571_91.fna",99.01,0.74
"3300049571_33.fna",73.32,0.12
"3300049571_83.fna",94.14,1.16
"3300049571_170.fna",93.32,3.62
"3300049571_171.fna",85.44,2.68
"3300049571_178.fna",70.55,1.94
"3300049571_18.fna",74.28,0.99
"3300049571_94.fna",83.51,1.75
"3300049571_95.fna",82.62,0
"3300049571_99.fna",93.04,3.45
"3300049571_166.fna",84.32,1.57
"3300049571_169.fna",72.15,3.74
"3300049571_79.fna",95.81,2.58
"3300049571_82.fna",94.62,0
"3300049571_25.fna",88.94,1.9
"3300049571_23.fna",89.49,2.84
"3300049571_158.fna",100,3.92
"3300049571_63.fna",72.08,2.56
"3300049571_67.fna",76.93,0
"3300049571_69.fna",99.25,2.1
"3300049571_162.fna",93.98,7.6
"3300049571_163.fna",78.47,2.2
"3300049572_43.fna",91.3,4.35
"3300049572_83.fna",91.84,1.64
"3300049572_68.fna",99.1,5.35
"3300049572_52.fna",94.87,0.42
"3300049572_42.fna",82.7,1.29
"3300049572_88.fna",87.79,9.23
"3300049572_93.fna",72.3,4.69
"3300049572_100.fna",75.54,1.59
"3300049572_37.fna",92.46,1.29
"3300049572_7.fna",70.44,1.28
"3300049572_81.fna",70.72,5.11
"3300049572_36.fna",90.95,4.27
"3300049573_19.fna",72.19,2.76
"3300049573_48.fna",96.42,3.65
"3300049573_13.fna",73.7,0.69
"3300049573_52.fna",73.1,0
"3300049573_28.fna",91.77,1.82
"3300049573_8.fna",74.73,2.61
"3300049573_29.fna",99.29,2.03
"3300049573_7.fna",73.28,1.67
"3300049573_39.fna",70.69,7.76
"3300049573_36.fna",90.77,2.07
"3300049573_82.fna",91.93,2.16
"3300049573_97.fna",85.68,1.79
"3300049573_99.fna",92.5,2.16
"3300049573_83.fna",87.13,1.85
"3300049573_84.fna",76.34,2.4
"3300049573_80.fna",92.58,3.94
"3300049573_51.fna",72.94,0
"3300049574_117.fna",78.59,4.75
"3300049574_116.fna",86.14,0.74
"3300049574_89.fna",92.61,4.86
"3300049574_114.fna",91.8,2.94
"3300049574_101.fna",97.97,9.12
"3300049574_120.fna",84.38,2.61
"3300049574_40.fna",89.15,7.69
"3300049574_105.fna",89.01,2.71
"3300049574_88.fna",85.82,2.73
"3300049574_62.fna",85.16,1.93
"3300049574_63.fna",79.63,0.86
"3300049574_27.fna",88.55,0.87
"3300049574_36.fna",97.87,4.3
"3300049574_14.fna",94.96,2.94
"3300049574_80.fna",77.28,3.23
"3300049574_69.fna",86.93,2.27
"3300049574_70.fna",84.3,1.12
"3300049574_67.fna",81.8,0.85
"3300049574_43.fna",88.79,0.86
"3300049574_51.fna",70.6,9.12
"3300049574_54.fna",71.93,1.75
"3300049574_68.fna",77.51,1.06
"3300049574_8.fna",76.9,2.59
"3300049574_2.fna",86.29,2.36
"3300049574_19.fna",86.88,2.61
"3300049575_45.fna",75.37,2.33
"3300049575_15.fna",71.53,0
"3300049575_36.fna",92.83,0.58
"3300049575_1.fna",74.33,2.21
"3300049575_12.fna",93.25,3.1
"3300049575_79.fna",82.37,2.7
"3300049575_80.fna",80.3,1.01
"3300049575_69.fna",79.91,2.03
"3300049575_49.fna",97.39,1.43
"3300049575_6.fna",96.77,1.41
"3300049575_68.fna",94.39,2.42
"3300049575_2.fna",80.58,0.97
"3300049575_26.fna",84.06,3.87
"3300049575_3.fna",70.48,1.34
"3300049575_76.fna",84.88,5.27
"3300049576_47.fna",81.55,1.94
"3300049576_2.fna",96.3,3.58
"3300049576_1.fna",89.77,6.12
"3300049576_43.fna",83.76,3.38
"3300049576_34.fna",99.57,0.76
"3300049576_22.fna",88.08,5.83
"3300049576_39.fna",83.57,1.94
"3300049576_41.fna",80.23,1.21
"3300049576_40.fna",73.84,1.43
"3300049576_44.fna",73.01,5.98
"3300049576_37.fna",92.24,3.87
"3300049577_7.fna",94.42,3.47
"3300049577_25.fna",90.94,4.52
"3300049577_36.fna",77.04,2.91
"3300049577_40.fna",83.97,2.16
"3300049577_29.fna",75.69,1.98
"3300049577_28.fna",71.98,0.72
"3300049577_13.fna",90.78,0.97
"3300049578_8.fna",72.5,2.3
"3300049578_31.fna",85.15,3.91
"3300049578_59.fna",82.49,5.88
"3300049578_46.fna",72.27,3.64
"3300049578_40.fna",85,3.3
"3300049579_42.fna",82.62,1.75
"3300049579_47.fna",82.21,2.16
"3300049579_69.fna",95.68,2.19
"3300049579_7.fna",90.03,2.19
"3300049579_5.fna",96.26,0.89
"3300049579_51.fna",96.02,2.5
"3300049579_54.fna",87.45,4.45
"3300049579_39.fna",70.69,1.72
"3300049579_66.fna",93.1,2.66
"3300049579_23.fna",86.41,1.5
"3300049579_40.fna",88,2.42
"3300049579_104.fna",70.3,8.4
"3300049579_106.fna",76.38,1.94
"3300049579_33.fna",98.75,2.1
"3300049579_3.fna",87.88,1.64
"3300049579_75.fna",86.27,4.05
"3300049579_4.fna",84.38,0
"3300049579_65.fna",73.12,2.65
"3300049579_79.fna",83.13,0.86
"3300049579_35.fna",90.43,2.78
"3300049579_91.fna",86.43,0.54
"3300049580_5.fna",70.69,1.72
"3300049580_46.fna",93.13,3.99
"3300049580_51.fna",92.39,3.5
"3300049580_57.fna",90.48,3.23
"3300049580_78.fna",96.7,2.2
"3300049580_88.fna",85.54,1.99
"3300049580_45.fna",93.47,2.27
"3300049580_105.fna",92.14,0.44
"3300049580_107.fna",91.92,1.71
"3300049580_55.fna",84.38,0.43
"3300049580_17.fna",99.38,0.47
"3300049580_18.fna",93.53,0.86
"3300049580_39.fna",88.11,1.74
"3300049580_98.fna",83.59,5.13
"3300049580_59.fna",72.69,3.23
"3300049580_74.fna",93.53,3.45
"3300049580_104.fna",70.69,2.06
"3300049580_90.fna",93.77,2.16
"3300049580_91.fna",96.68,2.48
"3300049580_30.fna",72.94,0
"3300049580_22.fna",82.45,6.04
"3300049580_29.fna",80.42,0.97
"3300049580_3.fna",85.83,3.56
"3300049580_92.fna",79.63,0.86
"3300049580_60.fna",71.13,1.5
"3300049580_94.fna",88.91,1.74
"3300049581_22.fna",71.57,3.51
"3300049581_16.fna",86.87,4.73
"3300049581_3.fna",73.61,1.85
"3300049581_74.fna",95.16,2.58
"3300049581_66.fna",90.15,0.86
"3300049581_141.fna",83.91,1.32
"3300049581_47.fna",84.91,1.49
"3300049581_50.fna",99.64,0.47
"3300049581_115.fna",81.42,1.64
"3300049581_123.fna",74.38,0.06
"3300049581_125.fna",71.08,2.51
"3300049581_44.fna",88.01,3.22
"3300049581_12.fna",91.04,1.64
"3300049581_1.fna",76.96,5.18
"3300049581_139.fna",85.62,1.72
"3300049581_100.fna",81.27,1.7
"3300049581_61.fna",95.12,1.06
"3300049581_134.fna",91.54,6.71
"3300049581_136.fna",87.97,3.1
"3300049581_81.fna",71.36,1.36
"3300049581_52.fna",87.55,1.52
"3300049581_102.fna",72.8,4.7
"3300049581_137.fna",82.25,5.2
"3300049581_138.fna",88.79,0.43
"3300049581_90.fna",95.03,1.04
"3300049581_95.fna",98.35,0.79
"3300049581_14.fna",70.67,1.14
"3300049581_143.fna",72.41,0
"3300049582_56.fna",92.24,2.16
"3300049582_2.fna",92.76,1.72
"3300049582_57.fna",90.68,3.3
"3300049582_55.fna",74.98,8.62
"3300049582_27.fna",85.59,4.69
"3300049582_64.fna",70.19,0
"3300049582_28.fna",74.19,1.29
"3300049582_46.fna",93.35,1.46
"3300049582_31.fna",75.62,7.69
"3300049582_65.fna",70.87,3.66
"3300049582_3.fna",91,0
"3300049582_38.fna",74.7,2.33
"3300049582_25.fna",74.86,0.87
"3300049582_36.fna",97.56,2.24
"3300049582_66.fna",78.51,1.59
"3300049582_49.fna",83.31,3.23
"3300049582_33.fna",75.46,1.47
"3300049582_34.fna",74.68,0
"3300049583_21.fna",95.08,4.91
"3300049583_37.fna",79.06,3.04
"3300049583_33.fna",76.27,0.8
"3300049583_20.fna",82.39,8.81
"3300049583_45.fna",79.1,1.96
"3300049583_4.fna",74.62,1.64
"3300049583_7.fna",85.52,2.35
"3300049584_29.fna",71.53,0.79
"3300049584_24.fna",94.27,2.58
"3300049584_46.fna",83.61,2.25
"3300049584_35.fna",87.99,4.35
"3300049585_40.fna",83.48,4.42
"3300049585_43.fna",84.63,2.69
"3300049585_37.fna",99.47,0.76
"3300049585_9.fna",97.44,1.42
"3300049585_19.fna",75.24,1.71
"3300049585_31.fna",84.92,2.5
"3300049585_13.fna",83.26,2.99
"3300049585_15.fna",75.89,0.55
"3300049586_47.fna",95.73,0.57
"3300049586_37.fna",74.29,0
"3300049586_46.fna",89.51,4.18
"3300049586_34.fna",72.22,4.01
"3300049586_38.fna",75.6,1.78
"3300049586_25.fna",89.33,2.26
"3300049586_84.fna",94.88,0.41
"3300049586_99.fna",90.14,7.38
"3300049586_63.fna",93.47,5.81
"3300049586_69.fna",91.31,4.27
"3300049586_76.fna",90.2,0.1
"3300049586_33.fna",79.69,7.31
"3300049586_16.fna",87.14,2.42
"3300049586_83.fna",99.06,9.01
"3300049586_14.fna",71.45,0
"3300049587_45.fna",93.2,2.91
"3300049587_5.fna",86.64,2.47
"3300049587_55.fna",82.23,3.87
"3300049588_31.fna",86.27,7.69
"3300049588_29.fna",84.6,2.61
"3300049588_51.fna",80.88,4.27
"3300049588_50.fna",70.63,1.15
"3300049588_25.fna",87.7,3.96
"3300049588_27.fna",77.25,0
"3300049588_28.fna",94.49,5.16
"3300049588_4.fna",74.31,6.9
"3300049588_58.fna",86.54,3.7
"3300049588_48.fna",96.77,2.26
"3300049588_5.fna",91.54,2.8
"3300049588_45.fna",81.46,3.15
"3300049588_47.fna",97.41,1.29
"3300049588_66.fna",72.9,1.01
"3300049588_19.fna",82.4,0.83
"3300049589_72.fna",83.05,0
"3300049589_73.fna",97.75,0.34
"3300049589_75.fna",86.27,2.92
"3300049589_15.fna",98.92,3.51
"3300049589_79.fna",78.56,2.16
"3300049589_80.fna",82.86,2.61
"3300049589_68.fna",84.42,0.65
"3300049589_11.fna",90.82,4.65
"3300049589_29.fna",74.29,2.59
"3300049589_33.fna",90.75,4.78
"3300049589_12.fna",72.38,1.3
"3300049589_41.fna",92,3.47
"3300049589_52.fna",74.57,4.35
"3300049589_19.fna",85.13,3.97
"3300049589_58.fna",77.92,1.91
"3300049589_21.fna",85.21,7.91
"3300049589_62.fna",79.44,0
"3300049589_44.fna",77.92,4.27
"3300049590_13.fna",78.39,3.95
"3300049590_39.fna",84.49,0.35
"3300049590_35.fna",73.56,1.32
"3300049590_14.fna",72.56,1.15
"3300049590_84.fna",79.58,3.44
"3300049590_48.fna",71.69,8.41
"3300049590_49.fna",88.35,1.37
"3300049590_24.fna",71.79,3.35
"3300049590_4.fna",90.41,2.25
"3300049590_5.fna",83.58,1.03
"3300049590_17.fna",72.92,0
"3300049591_8.fna",78.02,8.76
"3300049591_9.fna",80.1,0.97
"3300049591_1.fna",88.93,5.13
"3300049591_45.fna",89.55,7.31
"3300049591_37.fna",79.6,0
"3300049591_20.fna",74.32,2.78
"3300049591_60.fna",90.12,2.84
"3300049591_57.fna",80.55,0.86
"3300049592_65.fna",86.97,0.97
"3300049592_24.fna",91.27,4.52
"3300049592_46.fna",72.99,0.95
"3300049592_43.fna",71.14,5.98
"3300049593_53.fna",84.71,3.23
"3300049593_25.fna",89.46,5.61
"3300049593_50.fna",91.59,4.86
"3300049593_12.fna",80.1,0.22
"3300049593_18.fna",93.86,5.13
"3300049593_22.fna",74.27,1.77
"3300049593_6.fna",98.85,2.44
"3300049593_32.fna",77.35,5.66
"3300049649_1.fna",99.35,1.14
"3300049661_10.fna",75.12,1.95
"3300049662_5.fna",99.35,1.05
"3300049664_5.fna",98.4,1.07
"3300049665_4.fna",70.65,2.96
"3300049668_2.fna",74.23,1.76
"3300049669_2.fna",77.59,2.73
"3300049671_3.fna",87.65,1.3
"3300049679_7.fna",83.38,1.09
"3300049686_10.fna",93.58,0.24
"3300049688_6.fna",76.64,1.35
"3300049690_5.fna",85.93,0.9
"3300049703_2.fna",80.26,1.48
"3300049705_8.fna",77.85,1.82
"3300049707_7.fna",73.75,2.73
"3300049741_69.fna",71.71,2.43
"3300049741_49.fna",78.37,3.96
"3300049741_46.fna",81.41,2.17
"3300049741_25.fna",94.52,3.87
"3300049741_56.fna",81.65,2.1
"3300049741_62.fna",75.86,0
"3300049741_67.fna",80.85,0.86
"3300049741_55.fna",73.41,1.98
"3300049741_43.fna",82.26,3.56
"3300049741_5.fna",73.71,1.72
"3300049741_30.fna",83.36,0.54
"3300049741_29.fna",86.29,4.17
"3300049741_8.fna",87.93,6.16
"3300049741_3.fna",83.32,3.42
"3300049742_127.fna",93.03,2.88
"3300049742_61.fna",94.11,2.94
"3300049742_65.fna",99.4,1.65
"3300049742_105.fna",80.59,1.88
"3300049742_49.fna",79.3,0.83
"3300049742_69.fna",78.96,1.94
"3300049742_138.fna",74.89,2.56
"3300049742_52.fna",97.22,1.36
"3300049742_2.fna",83.23,2.58
"3300049742_22.fna",91.68,9.86
"3300049742_131.fna",82.69,7.07
"3300049742_132.fna",91.82,8.17
"3300049742_12.fna",92.85,3.48
"3300049742_82.fna",71.54,1.29
"3300049742_25.fna",76.37,5.13
"3300049742_26.fna",73.28,1.72
"3300049742_134.fna",83.54,1.12
"3300049742_46.fna",71.22,2.61
